pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Muscle injury,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Muscle oedema,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Musculocutaneous nerve injury,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Musculoskeletal chest pain,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Myasthenia gravis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Myasthenia gravis crisis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Necrotising fasciitis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Neuritis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Neutrophil count increased,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Occupational exposure to product,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Ocular discomfort,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Orthopnoea,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Orthostatic hypotension,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Oxygen consumption increased,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Panic reaction,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Paranasal sinus hyposecretion,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Patella fracture,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pelvic abscess,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Peripheral embolism,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Peripheral sensorimotor neuropathy,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Peritonitis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Peroneal nerve injury,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Petechiae,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Phrenic nerve injury,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pilonidal sinus repair,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pneumomediastinum,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pneumoperitoneum,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pollakiuria,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Polyuria,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Poor peripheral circulation,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Portal vein thrombosis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Post inflammatory pigmentation change,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Post procedural diarrhoea,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Post procedural drainage,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Post procedural pruritus,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Post procedural stroke,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Postoperative abscess,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Postoperative respiratory failure,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Postoperative thrombosis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Potentiating drug interaction,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Procedural site reaction,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Proctalgia,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Product closure removal difficult,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pruritus generalised,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pseudarthrosis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pulmonary fibrosis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pulmonary pain,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pupillary reflex impaired,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Pyoderma gangrenosum,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Radial nerve injury,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Rash papular,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Recurrence of neuromuscular blockade,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Red blood cell transfusion,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Rehabilitation therapy,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Renal disorder,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Respiration abnormal,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Retroperitoneal haemorrhage,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Rheumatoid arthritis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Sciatic nerve injury,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Shoulder arthroplasty,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Skin burning sensation,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Skin flap necrosis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Skin irritation,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Skin laceration,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Skin reaction,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Skin warm,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Slow speech,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Small intestinal obstruction,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Social problem,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Spinal cord compression,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Splenic artery aneurysm,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Splenic rupture,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Staphylococcal skin infection,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Stress fracture,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Subperiosteal abscess,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Suppressed lactation,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Surgical skin tear,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Suspected transmission of an infectious agent via product,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Taste disorder,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Tenderness,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Tendon disorder,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Tendon necrosis,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Throat tightness,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Tracheostomy,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Transient ischaemic attack,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Traumatic haemothorax,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Typical aura without headache,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
Umbilical hernia,1,0,2126,1127,1.0602069614299152,0.03553903748956571,31.628284851396796,1.0601786553831687,0.6796444703558067,0.019038882956886046,-3.0346160257758132,False
